,index,Depth Path,Image Path,Instance Segmentation Path,Semantic Segmentation Path
1539,1611,hypersim_data/ai_032_005/images/scene_cam_00_geometry_hdf5/frame.0080.depth_meters.hdf5,hypersim_data/ai_032_005/images/scene_cam_00_final_preview/frame.0080.color.jpg,hypersim_data/ai_032_005/images/scene_cam_00_geometry_hdf5/frame.0080.semantic_instance.hdf5,hypersim_data/ai_032_005/images/scene_cam_00_geometry_hdf5/frame.0080.semantic.hdf5
1540,1612,hypersim_data/ai_038_009/images/scene_cam_00_geometry_hdf5/frame.0050.depth_meters.hdf5,hypersim_data/ai_038_009/images/scene_cam_00_final_preview/frame.0050.color.jpg,hypersim_data/ai_038_009/images/scene_cam_00_geometry_hdf5/frame.0050.semantic_instance.hdf5,hypersim_data/ai_038_009/images/scene_cam_00_geometry_hdf5/frame.0050.semantic.hdf5
1541,1613,hypersim_data/ai_013_002/images/scene_cam_01_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_013_002/images/scene_cam_01_final_preview/frame.0000.color.jpg,hypersim_data/ai_013_002/images/scene_cam_01_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_013_002/images/scene_cam_01_geometry_hdf5/frame.0000.semantic.hdf5
1542,1614,hypersim_data/ai_008_001/images/scene_cam_01_geometry_hdf5/frame.0015.depth_meters.hdf5,hypersim_data/ai_008_001/images/scene_cam_01_final_preview/frame.0015.color.jpg,hypersim_data/ai_008_001/images/scene_cam_01_geometry_hdf5/frame.0015.semantic_instance.hdf5,hypersim_data/ai_008_001/images/scene_cam_01_geometry_hdf5/frame.0015.semantic.hdf5
1543,1615,hypersim_data/ai_002_006/images/scene_cam_00_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_002_006/images/scene_cam_00_final_preview/frame.0000.color.jpg,hypersim_data/ai_002_006/images/scene_cam_00_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_002_006/images/scene_cam_00_geometry_hdf5/frame.0000.semantic.hdf5
1544,1616,hypersim_data/ai_028_004/images/scene_cam_00_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_028_004/images/scene_cam_00_final_preview/frame.0005.color.jpg,hypersim_data/ai_028_004/images/scene_cam_00_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_028_004/images/scene_cam_00_geometry_hdf5/frame.0005.semantic.hdf5
1545,1617,hypersim_data/ai_004_003/images/scene_cam_01_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_004_003/images/scene_cam_01_final_preview/frame.0070.color.jpg,hypersim_data/ai_004_003/images/scene_cam_01_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_004_003/images/scene_cam_01_geometry_hdf5/frame.0070.semantic.hdf5
1546,1618,hypersim_data/ai_024_001/images/scene_cam_00_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_024_001/images/scene_cam_00_final_preview/frame.0045.color.jpg,hypersim_data/ai_024_001/images/scene_cam_00_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_024_001/images/scene_cam_00_geometry_hdf5/frame.0045.semantic.hdf5
1547,1619,hypersim_data/ai_004_004/images/scene_cam_01_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_004_004/images/scene_cam_01_final_preview/frame.0045.color.jpg,hypersim_data/ai_004_004/images/scene_cam_01_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_004_004/images/scene_cam_01_geometry_hdf5/frame.0045.semantic.hdf5
1548,1621,hypersim_data/ai_037_009/images/scene_cam_01_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_037_009/images/scene_cam_01_final_preview/frame.0005.color.jpg,hypersim_data/ai_037_009/images/scene_cam_01_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_037_009/images/scene_cam_01_geometry_hdf5/frame.0005.semantic.hdf5
1549,1622,hypersim_data/ai_018_010/images/scene_cam_00_geometry_hdf5/frame.0055.depth_meters.hdf5,hypersim_data/ai_018_010/images/scene_cam_00_final_preview/frame.0055.color.jpg,hypersim_data/ai_018_010/images/scene_cam_00_geometry_hdf5/frame.0055.semantic_instance.hdf5,hypersim_data/ai_018_010/images/scene_cam_00_geometry_hdf5/frame.0055.semantic.hdf5
1550,1623,hypersim_data/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_024_010/images/scene_cam_00_final_preview/frame.0070.color.jpg,hypersim_data/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0070.semantic.hdf5
1551,1624,hypersim_data/ai_036_003/images/scene_cam_01_geometry_hdf5/frame.0010.depth_meters.hdf5,hypersim_data/ai_036_003/images/scene_cam_01_final_preview/frame.0010.color.jpg,hypersim_data/ai_036_003/images/scene_cam_01_geometry_hdf5/frame.0010.semantic_instance.hdf5,hypersim_data/ai_036_003/images/scene_cam_01_geometry_hdf5/frame.0010.semantic.hdf5
1552,1625,hypersim_data/ai_051_002/images/scene_cam_04_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_051_002/images/scene_cam_04_final_preview/frame.0025.color.jpg,hypersim_data/ai_051_002/images/scene_cam_04_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_051_002/images/scene_cam_04_geometry_hdf5/frame.0025.semantic.hdf5
1553,1626,hypersim_data/ai_035_001/images/scene_cam_00_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_035_001/images/scene_cam_00_final_preview/frame.0060.color.jpg,hypersim_data/ai_035_001/images/scene_cam_00_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_035_001/images/scene_cam_00_geometry_hdf5/frame.0060.semantic.hdf5
1554,1627,hypersim_data/ai_048_001/images/scene_cam_03_geometry_hdf5/frame.0050.depth_meters.hdf5,hypersim_data/ai_048_001/images/scene_cam_03_final_preview/frame.0050.color.jpg,hypersim_data/ai_048_001/images/scene_cam_03_geometry_hdf5/frame.0050.semantic_instance.hdf5,hypersim_data/ai_048_001/images/scene_cam_03_geometry_hdf5/frame.0050.semantic.hdf5
1555,1628,hypersim_data/ai_001_005/images/scene_cam_02_geometry_hdf5/frame.0055.depth_meters.hdf5,hypersim_data/ai_001_005/images/scene_cam_02_final_preview/frame.0055.color.jpg,hypersim_data/ai_001_005/images/scene_cam_02_geometry_hdf5/frame.0055.semantic_instance.hdf5,hypersim_data/ai_001_005/images/scene_cam_02_geometry_hdf5/frame.0055.semantic.hdf5
1556,1629,hypersim_data/ai_029_003/images/scene_cam_00_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_029_003/images/scene_cam_00_final_preview/frame.0085.color.jpg,hypersim_data/ai_029_003/images/scene_cam_00_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_029_003/images/scene_cam_00_geometry_hdf5/frame.0085.semantic.hdf5
1557,1630,hypersim_data/ai_050_004/images/scene_cam_01_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_050_004/images/scene_cam_01_final_preview/frame.0065.color.jpg,hypersim_data/ai_050_004/images/scene_cam_01_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_050_004/images/scene_cam_01_geometry_hdf5/frame.0065.semantic.hdf5
1558,1631,hypersim_data/ai_030_004/images/scene_cam_00_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_030_004/images/scene_cam_00_final_preview/frame.0065.color.jpg,hypersim_data/ai_030_004/images/scene_cam_00_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_030_004/images/scene_cam_00_geometry_hdf5/frame.0065.semantic.hdf5
1559,1632,hypersim_data/ai_050_001/images/scene_cam_03_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_050_001/images/scene_cam_03_final_preview/frame.0000.color.jpg,hypersim_data/ai_050_001/images/scene_cam_03_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_050_001/images/scene_cam_03_geometry_hdf5/frame.0000.semantic.hdf5
1560,1633,hypersim_data/ai_037_005/images/scene_cam_01_geometry_hdf5/frame.0090.depth_meters.hdf5,hypersim_data/ai_037_005/images/scene_cam_01_final_preview/frame.0090.color.jpg,hypersim_data/ai_037_005/images/scene_cam_01_geometry_hdf5/frame.0090.semantic_instance.hdf5,hypersim_data/ai_037_005/images/scene_cam_01_geometry_hdf5/frame.0090.semantic.hdf5
1561,1634,hypersim_data/ai_012_005/images/scene_cam_00_geometry_hdf5/frame.0050.depth_meters.hdf5,hypersim_data/ai_012_005/images/scene_cam_00_final_preview/frame.0050.color.jpg,hypersim_data/ai_012_005/images/scene_cam_00_geometry_hdf5/frame.0050.semantic_instance.hdf5,hypersim_data/ai_012_005/images/scene_cam_00_geometry_hdf5/frame.0050.semantic.hdf5
1562,1635,hypersim_data/ai_033_002/images/scene_cam_00_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_033_002/images/scene_cam_00_final_preview/frame.0060.color.jpg,hypersim_data/ai_033_002/images/scene_cam_00_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_033_002/images/scene_cam_00_geometry_hdf5/frame.0060.semantic.hdf5
1563,1636,hypersim_data/ai_052_009/images/scene_cam_00_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_052_009/images/scene_cam_00_final_preview/frame.0045.color.jpg,hypersim_data/ai_052_009/images/scene_cam_00_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_052_009/images/scene_cam_00_geometry_hdf5/frame.0045.semantic.hdf5
1564,1637,hypersim_data/ai_027_008/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_027_008/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_027_008/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_027_008/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
1565,1638,hypersim_data/ai_015_006/images/scene_cam_00_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_015_006/images/scene_cam_00_final_preview/frame.0025.color.jpg,hypersim_data/ai_015_006/images/scene_cam_00_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_015_006/images/scene_cam_00_geometry_hdf5/frame.0025.semantic.hdf5
1566,1639,hypersim_data/ai_048_006/images/scene_cam_03_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_048_006/images/scene_cam_03_final_preview/frame.0035.color.jpg,hypersim_data/ai_048_006/images/scene_cam_03_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_048_006/images/scene_cam_03_geometry_hdf5/frame.0035.semantic.hdf5
1567,1640,hypersim_data/ai_014_006/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_014_006/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_014_006/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_014_006/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
1568,1641,hypersim_data/ai_043_009/images/scene_cam_00_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_043_009/images/scene_cam_00_final_preview/frame.0065.color.jpg,hypersim_data/ai_043_009/images/scene_cam_00_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_043_009/images/scene_cam_00_geometry_hdf5/frame.0065.semantic.hdf5
1569,1642,hypersim_data/ai_050_003/images/scene_cam_04_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_050_003/images/scene_cam_04_final_preview/frame.0070.color.jpg,hypersim_data/ai_050_003/images/scene_cam_04_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_050_003/images/scene_cam_04_geometry_hdf5/frame.0070.semantic.hdf5
1570,1643,hypersim_data/ai_054_010/images/scene_cam_00_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_054_010/images/scene_cam_00_final_preview/frame.0005.color.jpg,hypersim_data/ai_054_010/images/scene_cam_00_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_054_010/images/scene_cam_00_geometry_hdf5/frame.0005.semantic.hdf5
1571,1644,hypersim_data/ai_033_002/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_033_002/images/scene_cam_00_final_preview/frame.0020.color.jpg,hypersim_data/ai_033_002/images/scene_cam_00_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_033_002/images/scene_cam_00_geometry_hdf5/frame.0020.semantic.hdf5
1572,1645,hypersim_data/ai_028_005/images/scene_cam_00_geometry_hdf5/frame.0090.depth_meters.hdf5,hypersim_data/ai_028_005/images/scene_cam_00_final_preview/frame.0090.color.jpg,hypersim_data/ai_028_005/images/scene_cam_00_geometry_hdf5/frame.0090.semantic_instance.hdf5,hypersim_data/ai_028_005/images/scene_cam_00_geometry_hdf5/frame.0090.semantic.hdf5
1573,1646,hypersim_data/ai_055_001/images/scene_cam_01_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_055_001/images/scene_cam_01_final_preview/frame.0035.color.jpg,hypersim_data/ai_055_001/images/scene_cam_01_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_055_001/images/scene_cam_01_geometry_hdf5/frame.0035.semantic.hdf5
1574,1647,hypersim_data/ai_037_007/images/scene_cam_00_geometry_hdf5/frame.0095.depth_meters.hdf5,hypersim_data/ai_037_007/images/scene_cam_00_final_preview/frame.0095.color.jpg,hypersim_data/ai_037_007/images/scene_cam_00_geometry_hdf5/frame.0095.semantic_instance.hdf5,hypersim_data/ai_037_007/images/scene_cam_00_geometry_hdf5/frame.0095.semantic.hdf5
1575,1648,hypersim_data/ai_001_010/images/scene_cam_02_geometry_hdf5/frame.0000.depth_meters.hdf5,hypersim_data/ai_001_010/images/scene_cam_02_final_preview/frame.0000.color.jpg,hypersim_data/ai_001_010/images/scene_cam_02_geometry_hdf5/frame.0000.semantic_instance.hdf5,hypersim_data/ai_001_010/images/scene_cam_02_geometry_hdf5/frame.0000.semantic.hdf5
1576,1649,hypersim_data/ai_029_001/images/scene_cam_00_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_029_001/images/scene_cam_00_final_preview/frame.0070.color.jpg,hypersim_data/ai_029_001/images/scene_cam_00_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_029_001/images/scene_cam_00_geometry_hdf5/frame.0070.semantic.hdf5
1577,1650,hypersim_data/ai_006_004/images/scene_cam_00_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_006_004/images/scene_cam_00_final_preview/frame.0085.color.jpg,hypersim_data/ai_006_004/images/scene_cam_00_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_006_004/images/scene_cam_00_geometry_hdf5/frame.0085.semantic.hdf5
1578,1651,hypersim_data/ai_026_013/images/scene_cam_01_geometry_hdf5/frame.0075.depth_meters.hdf5,hypersim_data/ai_026_013/images/scene_cam_01_final_preview/frame.0075.color.jpg,hypersim_data/ai_026_013/images/scene_cam_01_geometry_hdf5/frame.0075.semantic_instance.hdf5,hypersim_data/ai_026_013/images/scene_cam_01_geometry_hdf5/frame.0075.semantic.hdf5
1579,1652,hypersim_data/ai_042_004/images/scene_cam_02_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_042_004/images/scene_cam_02_final_preview/frame.0070.color.jpg,hypersim_data/ai_042_004/images/scene_cam_02_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_042_004/images/scene_cam_02_geometry_hdf5/frame.0070.semantic.hdf5
1580,1653,hypersim_data/ai_024_007/images/scene_cam_00_geometry_hdf5/frame.0090.depth_meters.hdf5,hypersim_data/ai_024_007/images/scene_cam_00_final_preview/frame.0090.color.jpg,hypersim_data/ai_024_007/images/scene_cam_00_geometry_hdf5/frame.0090.semantic_instance.hdf5,hypersim_data/ai_024_007/images/scene_cam_00_geometry_hdf5/frame.0090.semantic.hdf5
1581,1654,hypersim_data/ai_043_005/images/scene_cam_00_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_043_005/images/scene_cam_00_final_preview/frame.0025.color.jpg,hypersim_data/ai_043_005/images/scene_cam_00_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_043_005/images/scene_cam_00_geometry_hdf5/frame.0025.semantic.hdf5
1582,1655,hypersim_data/ai_014_006/images/scene_cam_00_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_014_006/images/scene_cam_00_final_preview/frame.0045.color.jpg,hypersim_data/ai_014_006/images/scene_cam_00_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_014_006/images/scene_cam_00_geometry_hdf5/frame.0045.semantic.hdf5
1583,1656,hypersim_data/ai_045_004/images/scene_cam_00_geometry_hdf5/frame.0085.depth_meters.hdf5,hypersim_data/ai_045_004/images/scene_cam_00_final_preview/frame.0085.color.jpg,hypersim_data/ai_045_004/images/scene_cam_00_geometry_hdf5/frame.0085.semantic_instance.hdf5,hypersim_data/ai_045_004/images/scene_cam_00_geometry_hdf5/frame.0085.semantic.hdf5
1584,1657,hypersim_data/ai_014_003/images/scene_cam_00_geometry_hdf5/frame.0010.depth_meters.hdf5,hypersim_data/ai_014_003/images/scene_cam_00_final_preview/frame.0010.color.jpg,hypersim_data/ai_014_003/images/scene_cam_00_geometry_hdf5/frame.0010.semantic_instance.hdf5,hypersim_data/ai_014_003/images/scene_cam_00_geometry_hdf5/frame.0010.semantic.hdf5
1585,1658,hypersim_data/ai_036_003/images/scene_cam_02_geometry_hdf5/frame.0015.depth_meters.hdf5,hypersim_data/ai_036_003/images/scene_cam_02_final_preview/frame.0015.color.jpg,hypersim_data/ai_036_003/images/scene_cam_02_geometry_hdf5/frame.0015.semantic_instance.hdf5,hypersim_data/ai_036_003/images/scene_cam_02_geometry_hdf5/frame.0015.semantic.hdf5
1586,1659,hypersim_data/ai_001_009/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_001_009/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_001_009/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_001_009/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
1587,1660,hypersim_data/ai_048_005/images/scene_cam_02_geometry_hdf5/frame.0095.depth_meters.hdf5,hypersim_data/ai_048_005/images/scene_cam_02_final_preview/frame.0095.color.jpg,hypersim_data/ai_048_005/images/scene_cam_02_geometry_hdf5/frame.0095.semantic_instance.hdf5,hypersim_data/ai_048_005/images/scene_cam_02_geometry_hdf5/frame.0095.semantic.hdf5
1588,1662,hypersim_data/ai_007_004/images/scene_cam_03_geometry_hdf5/frame.0005.depth_meters.hdf5,hypersim_data/ai_007_004/images/scene_cam_03_final_preview/frame.0005.color.jpg,hypersim_data/ai_007_004/images/scene_cam_03_geometry_hdf5/frame.0005.semantic_instance.hdf5,hypersim_data/ai_007_004/images/scene_cam_03_geometry_hdf5/frame.0005.semantic.hdf5
1589,1663,hypersim_data/ai_001_010/images/scene_cam_01_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_001_010/images/scene_cam_01_final_preview/frame.0040.color.jpg,hypersim_data/ai_001_010/images/scene_cam_01_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_001_010/images/scene_cam_01_geometry_hdf5/frame.0040.semantic.hdf5
1590,1664,hypersim_data/ai_003_010/images/scene_cam_01_geometry_hdf5/frame.0065.depth_meters.hdf5,hypersim_data/ai_003_010/images/scene_cam_01_final_preview/frame.0065.color.jpg,hypersim_data/ai_003_010/images/scene_cam_01_geometry_hdf5/frame.0065.semantic_instance.hdf5,hypersim_data/ai_003_010/images/scene_cam_01_geometry_hdf5/frame.0065.semantic.hdf5
1591,1665,hypersim_data/ai_001_008/images/scene_cam_00_geometry_hdf5/frame.0045.depth_meters.hdf5,hypersim_data/ai_001_008/images/scene_cam_00_final_preview/frame.0045.color.jpg,hypersim_data/ai_001_008/images/scene_cam_00_geometry_hdf5/frame.0045.semantic_instance.hdf5,hypersim_data/ai_001_008/images/scene_cam_00_geometry_hdf5/frame.0045.semantic.hdf5
1592,1666,hypersim_data/ai_054_005/images/scene_cam_01_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_054_005/images/scene_cam_01_final_preview/frame.0035.color.jpg,hypersim_data/ai_054_005/images/scene_cam_01_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_054_005/images/scene_cam_01_geometry_hdf5/frame.0035.semantic.hdf5
1593,1667,hypersim_data/ai_044_003/images/scene_cam_03_geometry_hdf5/frame.0030.depth_meters.hdf5,hypersim_data/ai_044_003/images/scene_cam_03_final_preview/frame.0030.color.jpg,hypersim_data/ai_044_003/images/scene_cam_03_geometry_hdf5/frame.0030.semantic_instance.hdf5,hypersim_data/ai_044_003/images/scene_cam_03_geometry_hdf5/frame.0030.semantic.hdf5
1594,1668,hypersim_data/ai_004_006/images/scene_cam_01_geometry_hdf5/frame.0090.depth_meters.hdf5,hypersim_data/ai_004_006/images/scene_cam_01_final_preview/frame.0090.color.jpg,hypersim_data/ai_004_006/images/scene_cam_01_geometry_hdf5/frame.0090.semantic_instance.hdf5,hypersim_data/ai_004_006/images/scene_cam_01_geometry_hdf5/frame.0090.semantic.hdf5
1595,1669,hypersim_data/ai_043_010/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_043_010/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_043_010/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_043_010/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
1596,1670,hypersim_data/ai_016_009/images/scene_cam_00_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_016_009/images/scene_cam_00_final_preview/frame.0070.color.jpg,hypersim_data/ai_016_009/images/scene_cam_00_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_016_009/images/scene_cam_00_geometry_hdf5/frame.0070.semantic.hdf5
1597,1671,hypersim_data/ai_001_006/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_001_006/images/scene_cam_00_final_preview/frame.0020.color.jpg,hypersim_data/ai_001_006/images/scene_cam_00_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_001_006/images/scene_cam_00_geometry_hdf5/frame.0020.semantic.hdf5
1598,1672,hypersim_data/ai_004_004/images/scene_cam_01_geometry_hdf5/frame.0095.depth_meters.hdf5,hypersim_data/ai_004_004/images/scene_cam_01_final_preview/frame.0095.color.jpg,hypersim_data/ai_004_004/images/scene_cam_01_geometry_hdf5/frame.0095.semantic_instance.hdf5,hypersim_data/ai_004_004/images/scene_cam_01_geometry_hdf5/frame.0095.semantic.hdf5
1599,1673,hypersim_data/ai_021_008/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_021_008/images/scene_cam_00_final_preview/frame.0020.color.jpg,hypersim_data/ai_021_008/images/scene_cam_00_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_021_008/images/scene_cam_00_geometry_hdf5/frame.0020.semantic.hdf5
1600,1674,hypersim_data/ai_055_002/images/scene_cam_00_geometry_hdf5/frame.0050.depth_meters.hdf5,hypersim_data/ai_055_002/images/scene_cam_00_final_preview/frame.0050.color.jpg,hypersim_data/ai_055_002/images/scene_cam_00_geometry_hdf5/frame.0050.semantic_instance.hdf5,hypersim_data/ai_055_002/images/scene_cam_00_geometry_hdf5/frame.0050.semantic.hdf5
1601,1675,hypersim_data/ai_036_003/images/scene_cam_02_geometry_hdf5/frame.0070.depth_meters.hdf5,hypersim_data/ai_036_003/images/scene_cam_02_final_preview/frame.0070.color.jpg,hypersim_data/ai_036_003/images/scene_cam_02_geometry_hdf5/frame.0070.semantic_instance.hdf5,hypersim_data/ai_036_003/images/scene_cam_02_geometry_hdf5/frame.0070.semantic.hdf5
1602,1676,hypersim_data/ai_001_002/images/scene_cam_00_geometry_hdf5/frame.0055.depth_meters.hdf5,hypersim_data/ai_001_002/images/scene_cam_00_final_preview/frame.0055.color.jpg,hypersim_data/ai_001_002/images/scene_cam_00_geometry_hdf5/frame.0055.semantic_instance.hdf5,hypersim_data/ai_001_002/images/scene_cam_00_geometry_hdf5/frame.0055.semantic.hdf5
1603,1677,hypersim_data/ai_002_009/images/scene_cam_00_geometry_hdf5/frame.0040.depth_meters.hdf5,hypersim_data/ai_002_009/images/scene_cam_00_final_preview/frame.0040.color.jpg,hypersim_data/ai_002_009/images/scene_cam_00_geometry_hdf5/frame.0040.semantic_instance.hdf5,hypersim_data/ai_002_009/images/scene_cam_00_geometry_hdf5/frame.0040.semantic.hdf5
1604,1678,hypersim_data/ai_042_002/images/scene_cam_01_geometry_hdf5/frame.0025.depth_meters.hdf5,hypersim_data/ai_042_002/images/scene_cam_01_final_preview/frame.0025.color.jpg,hypersim_data/ai_042_002/images/scene_cam_01_geometry_hdf5/frame.0025.semantic_instance.hdf5,hypersim_data/ai_042_002/images/scene_cam_01_geometry_hdf5/frame.0025.semantic.hdf5
1605,1679,hypersim_data/ai_015_005/images/scene_cam_00_geometry_hdf5/frame.0060.depth_meters.hdf5,hypersim_data/ai_015_005/images/scene_cam_00_final_preview/frame.0060.color.jpg,hypersim_data/ai_015_005/images/scene_cam_00_geometry_hdf5/frame.0060.semantic_instance.hdf5,hypersim_data/ai_015_005/images/scene_cam_00_geometry_hdf5/frame.0060.semantic.hdf5
1606,1680,hypersim_data/ai_015_008/images/scene_cam_00_geometry_hdf5/frame.0075.depth_meters.hdf5,hypersim_data/ai_015_008/images/scene_cam_00_final_preview/frame.0075.color.jpg,hypersim_data/ai_015_008/images/scene_cam_00_geometry_hdf5/frame.0075.semantic_instance.hdf5,hypersim_data/ai_015_008/images/scene_cam_00_geometry_hdf5/frame.0075.semantic.hdf5
1607,1681,hypersim_data/ai_048_003/images/scene_cam_03_geometry_hdf5/frame.0080.depth_meters.hdf5,hypersim_data/ai_048_003/images/scene_cam_03_final_preview/frame.0080.color.jpg,hypersim_data/ai_048_003/images/scene_cam_03_geometry_hdf5/frame.0080.semantic_instance.hdf5,hypersim_data/ai_048_003/images/scene_cam_03_geometry_hdf5/frame.0080.semantic.hdf5
1608,1682,hypersim_data/ai_051_003/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hypersim_data/ai_051_003/images/scene_cam_00_final_preview/frame.0020.color.jpg,hypersim_data/ai_051_003/images/scene_cam_00_geometry_hdf5/frame.0020.semantic_instance.hdf5,hypersim_data/ai_051_003/images/scene_cam_00_geometry_hdf5/frame.0020.semantic.hdf5
1609,1683,hypersim_data/ai_048_009/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hypersim_data/ai_048_009/images/scene_cam_00_final_preview/frame.0035.color.jpg,hypersim_data/ai_048_009/images/scene_cam_00_geometry_hdf5/frame.0035.semantic_instance.hdf5,hypersim_data/ai_048_009/images/scene_cam_00_geometry_hdf5/frame.0035.semantic.hdf5
